date,process,workstation,characteristic,measurement_value,target,lsl,usl
2025-06-24,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0197,5.0,4.9,5.1
2025-06-19,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0054,5.0,4.9,5.1
2025-06-17,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0048,5.0,4.9,5.1
2025-06-22,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9963,5.0,4.9,5.1
2025-06-06,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0077,5.0,4.9,5.1
2025-06-18,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0084,5.0,4.9,5.1
2025-06-22,Coldplate Machining,Line 1,Coldplate thickness (mm),5.014,5.0,4.9,5.1
2025-06-27,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0014,5.0,4.9,5.1
2025-06-01,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0007,5.0,4.9,5.1
2025-06-04,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0124,5.0,4.9,5.1
2025-06-04,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0157,5.0,4.9,5.1
2025-06-15,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0004,5.0,4.9,5.1
2025-06-08,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0162,5.0,4.9,5.1
2025-06-10,Coldplate Machining,Line 2,Coldplate thickness (mm),5.01,5.0,4.9,5.1
2025-06-07,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0163,5.0,4.9,5.1
2025-06-01,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0093,5.0,4.9,5.1
2025-06-03,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9948,5.0,4.9,5.1
2025-06-20,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0089,5.0,4.9,5.1
2025-06-27,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0161,5.0,4.9,5.1
2025-06-20,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0044,5.0,4.9,5.1
2025-06-04,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0074,5.0,4.9,5.1
2025-06-04,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0087,5.0,4.9,5.1
2025-06-28,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9925,5.0,4.9,5.1
2025-06-05,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0197,5.0,4.9,5.1
2025-06-22,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0044,5.0,4.9,5.1
2025-06-19,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0128,5.0,4.9,5.1
2025-06-04,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0092,5.0,4.9,5.1
2025-06-06,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0172,5.0,4.9,5.1
2025-06-10,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0122,5.0,4.9,5.1
2025-06-22,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0084,5.0,4.9,5.1
2025-06-21,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0044,5.0,4.9,5.1
2025-06-09,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0145,5.0,4.9,5.1
2025-06-23,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9986,5.0,4.9,5.1
2025-06-25,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0136,5.0,4.9,5.1
2025-06-09,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0032,5.0,4.9,5.1
2025-06-25,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0172,5.0,4.9,5.1
2025-06-09,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0107,5.0,4.9,5.1
2025-06-13,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0136,5.0,4.9,5.1
2025-06-11,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0102,5.0,4.9,5.1
2025-06-09,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9993,5.0,4.9,5.1
2025-06-06,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0046,5.0,4.9,5.1
2025-06-03,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0138,5.0,4.9,5.1
2025-06-07,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0107,5.0,4.9,5.1
2025-06-13,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0168,5.0,4.9,5.1
2025-06-21,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0122,5.0,4.9,5.1
2025-06-04,Coldplate Machining,Line 1,Coldplate thickness (mm),5.004,5.0,4.9,5.1
2025-06-18,Coldplate Machining,Line 2,Coldplate thickness (mm),5.005,5.0,4.9,5.1
2025-06-07,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0104,5.0,4.9,5.1
2025-06-21,Coldplate Machining,Line 1,Coldplate thickness (mm),4.996,5.0,4.9,5.1
2025-06-15,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0197,5.0,4.9,5.1
2025-06-09,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0124,5.0,4.9,5.1
2025-06-02,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0171,5.0,4.9,5.1
2025-06-03,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0004,5.0,4.9,5.1
2025-06-24,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0172,5.0,4.9,5.1
2025-06-25,Coldplate Machining,Line 2,Coldplate thickness (mm),5.023,5.0,4.9,5.1
2025-06-01,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0019,5.0,4.9,5.1
2025-06-05,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0143,5.0,4.9,5.1
2025-06-21,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0098,5.0,4.9,5.1
2025-06-02,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0006,5.0,4.9,5.1
2025-06-13,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0127,5.0,4.9,5.1
2025-06-05,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0147,5.0,4.9,5.1
2025-06-11,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0062,5.0,4.9,5.1
2025-06-19,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0167,5.0,4.9,5.1
2025-07-16,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9845,5.0,4.9,5.1
2025-07-13,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9954,5.0,4.9,5.1
2025-07-25,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9946,5.0,4.9,5.1
2025-07-18,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9897,5.0,4.9,5.1
2025-07-01,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9998,5.0,4.9,5.1
2025-07-23,Coldplate Machining,Line 2,Coldplate thickness (mm),4.998,5.0,4.9,5.1
2025-07-04,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0001,5.0,4.9,5.1
2025-07-18,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9936,5.0,4.9,5.1
2025-07-11,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9984,5.0,4.9,5.1
2025-07-10,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9915,5.0,4.9,5.1
2025-07-02,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0081,5.0,4.9,5.1
2025-07-21,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9891,5.0,4.9,5.1
2025-07-12,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0084,5.0,4.9,5.1
2025-07-28,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9947,5.0,4.9,5.1
2025-07-03,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9853,5.0,4.9,5.1
2025-07-25,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0035,5.0,4.9,5.1
2025-07-21,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9953,5.0,4.9,5.1
2025-07-06,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0001,5.0,4.9,5.1
2025-07-02,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0026,5.0,4.9,5.1
2025-07-22,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9967,5.0,4.9,5.1
2025-07-10,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9905,5.0,4.9,5.1
2025-07-13,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0009,5.0,4.9,5.1
2025-07-21,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9944,5.0,4.9,5.1
2025-07-12,Coldplate Machining,Line 2,Coldplate thickness (mm),4.999,5.0,4.9,5.1
2025-07-03,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9802,5.0,4.9,5.1
2025-07-15,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9974,5.0,4.9,5.1
2025-07-07,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9902,5.0,4.9,5.1
2025-07-02,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0054,5.0,4.9,5.1
2025-07-01,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9986,5.0,4.9,5.1
2025-07-19,Coldplate Machining,Line 1,Coldplate thickness (mm),4.996,5.0,4.9,5.1
2025-07-16,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9977,5.0,4.9,5.1
2025-07-03,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9878,5.0,4.9,5.1
2025-07-21,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0052,5.0,4.9,5.1
2025-07-16,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0077,5.0,4.9,5.1
2025-07-27,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9971,5.0,4.9,5.1
2025-07-01,Coldplate Machining,Line 1,Coldplate thickness (mm),5.005,5.0,4.9,5.1
2025-07-11,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9907,5.0,4.9,5.1
2025-07-11,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9892,5.0,4.9,5.1
2025-07-02,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9947,5.0,4.9,5.1
2025-07-04,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9973,5.0,4.9,5.1
2025-07-26,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9918,5.0,4.9,5.1
2025-07-22,Coldplate Machining,Line 3,Coldplate thickness (mm),4.998,5.0,4.9,5.1
2025-07-15,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9965,5.0,4.9,5.1
2025-07-28,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9878,5.0,4.9,5.1
2025-07-05,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9979,5.0,4.9,5.1
2025-07-19,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0002,5.0,4.9,5.1
2025-07-03,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9956,5.0,4.9,5.1
2025-07-24,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0021,5.0,4.9,5.1
2025-07-16,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9864,5.0,4.9,5.1
2025-07-01,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9975,5.0,4.9,5.1
2025-07-20,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9867,5.0,4.9,5.1
2025-07-08,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9871,5.0,4.9,5.1
2025-07-21,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9903,5.0,4.9,5.1
2025-07-01,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9882,5.0,4.9,5.1
2025-07-21,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9908,5.0,4.9,5.1
2025-07-10,Coldplate Machining,Line 1,Coldplate thickness (mm),4.993,5.0,4.9,5.1
2025-07-15,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0,5.0,4.9,5.1
2025-07-06,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9923,5.0,4.9,5.1
2025-07-03,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9839,5.0,4.9,5.1
2025-07-04,Coldplate Machining,Line 2,Coldplate thickness (mm),5.002,5.0,4.9,5.1
2025-07-20,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9889,5.0,4.9,5.1
2025-07-08,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9941,5.0,4.9,5.1
2025-07-26,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9974,5.0,4.9,5.1
2025-07-14,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9958,5.0,4.9,5.1
2025-07-26,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0017,5.0,4.9,5.1
2025-07-22,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9976,5.0,4.9,5.1
2025-07-11,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9887,5.0,4.9,5.1
2025-07-22,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0089,5.0,4.9,5.1
2025-07-18,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9957,5.0,4.9,5.1
2025-07-11,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9935,5.0,4.9,5.1
2025-07-25,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0008,5.0,4.9,5.1
2025-07-19,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9961,5.0,4.9,5.1
2025-07-11,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9971,5.0,4.9,5.1
2025-07-04,Coldplate Machining,Line 2,Coldplate thickness (mm),5.011,5.0,4.9,5.1
2025-07-05,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9926,5.0,4.9,5.1
2025-07-06,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9923,5.0,4.9,5.1
2025-07-12,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9952,5.0,4.9,5.1
2025-07-06,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0016,5.0,4.9,5.1
2025-07-08,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9845,5.0,4.9,5.1
2025-07-02,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9814,5.0,4.9,5.1
2025-07-04,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9905,5.0,4.9,5.1
2025-07-20,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9836,5.0,4.9,5.1
2025-07-25,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9916,5.0,4.9,5.1
2025-07-01,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9978,5.0,4.9,5.1
2025-07-03,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9885,5.0,4.9,5.1
2025-07-01,Coldplate Machining,Line 1,Coldplate thickness (mm),4.985,5.0,4.9,5.1
2025-07-03,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9949,5.0,4.9,5.1
2025-07-21,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0002,5.0,4.9,5.1
2025-07-10,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9832,5.0,4.9,5.1
2025-07-23,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9999,5.0,4.9,5.1
2025-07-23,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9999,5.0,4.9,5.1
2025-07-07,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0008,5.0,4.9,5.1
2025-07-21,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0025,5.0,4.9,5.1
2025-07-17,Coldplate Machining,Line 2,Coldplate thickness (mm),5.009,5.0,4.9,5.1
2025-07-14,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9921,5.0,4.9,5.1
2025-07-06,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9952,5.0,4.9,5.1
2025-07-23,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9917,5.0,4.9,5.1
2025-07-20,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9945,5.0,4.9,5.1
2025-07-23,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0046,5.0,4.9,5.1
2025-07-20,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9855,5.0,4.9,5.1
2025-07-21,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9887,5.0,4.9,5.1
2025-07-12,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0036,5.0,4.9,5.1
2025-07-01,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0012,5.0,4.9,5.1
2025-07-08,Coldplate Machining,Line 1,Coldplate thickness (mm),4.992,5.0,4.9,5.1
2025-07-04,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0001,5.0,4.9,5.1
2025-07-04,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9967,5.0,4.9,5.1
2025-07-12,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0044,5.0,4.9,5.1
2025-07-17,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9949,5.0,4.9,5.1
2025-07-15,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0012,5.0,4.9,5.1
2025-07-22,Coldplate Machining,Line 1,Coldplate thickness (mm),5.012,5.0,4.9,5.1
2025-07-09,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9984,5.0,4.9,5.1
2025-08-05,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0055,5.0,4.9,5.1
2025-08-28,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9975,5.0,4.9,5.1
2025-08-16,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0179,5.0,4.9,5.1
2025-08-06,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0015,5.0,4.9,5.1
2025-08-02,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9981,5.0,4.9,5.1
2025-08-21,Coldplate Machining,Line 2,Coldplate thickness (mm),4.994,5.0,4.9,5.1
2025-08-10,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0083,5.0,4.9,5.1
2025-08-14,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0066,5.0,4.9,5.1
2025-08-11,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9965,5.0,4.9,5.1
2025-08-26,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0044,5.0,4.9,5.1
2025-08-02,Coldplate Machining,Line 1,Coldplate thickness (mm),4.989,5.0,4.9,5.1
2025-08-24,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0015,5.0,4.9,5.1
2025-08-18,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0035,5.0,4.9,5.1
2025-08-06,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0128,5.0,4.9,5.1
2025-08-16,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9944,5.0,4.9,5.1
2025-08-04,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9907,5.0,4.9,5.1
2025-08-08,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9935,5.0,4.9,5.1
2025-08-15,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9902,5.0,4.9,5.1
2025-08-19,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0101,5.0,4.9,5.1
2025-08-14,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0117,5.0,4.9,5.1
2025-08-24,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0025,5.0,4.9,5.1
2025-08-11,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0092,5.0,4.9,5.1
2025-08-25,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0012,5.0,4.9,5.1
2025-08-11,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9995,5.0,4.9,5.1
2025-08-04,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9977,5.0,4.9,5.1
2025-08-24,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9979,5.0,4.9,5.1
2025-08-28,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9887,5.0,4.9,5.1
2025-08-13,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0021,5.0,4.9,5.1
2025-08-03,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9999,5.0,4.9,5.1
2025-08-19,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0057,5.0,4.9,5.1
2025-08-02,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0009,5.0,4.9,5.1
2025-08-05,Coldplate Machining,Line 1,Coldplate thickness (mm),4.999,5.0,4.9,5.1
2025-08-20,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9937,5.0,4.9,5.1
2025-08-06,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0007,5.0,4.9,5.1
2025-08-12,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0056,5.0,4.9,5.1
2025-08-15,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9917,5.0,4.9,5.1
2025-08-07,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0008,5.0,4.9,5.1
2025-08-12,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0019,5.0,4.9,5.1
2025-08-07,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9948,5.0,4.9,5.1
2025-08-05,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9958,5.0,4.9,5.1
2025-08-23,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0019,5.0,4.9,5.1
2025-08-02,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9917,5.0,4.9,5.1
2025-08-05,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0028,5.0,4.9,5.1
2025-08-28,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9935,5.0,4.9,5.1
2025-08-15,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0081,5.0,4.9,5.1
2025-08-06,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0175,5.0,4.9,5.1
2025-08-08,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9938,5.0,4.9,5.1
2025-08-20,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0041,5.0,4.9,5.1
2025-08-26,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9948,5.0,4.9,5.1
2025-08-20,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0079,5.0,4.9,5.1
2025-08-19,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9908,5.0,4.9,5.1
2025-08-28,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0037,5.0,4.9,5.1
2025-08-03,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9937,5.0,4.9,5.1
2025-08-28,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9986,5.0,4.9,5.1
2025-08-16,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9925,5.0,4.9,5.1
2025-08-19,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0063,5.0,4.9,5.1
2025-08-27,Coldplate Machining,Line 2,Coldplate thickness (mm),4.994,5.0,4.9,5.1
2025-08-09,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0043,5.0,4.9,5.1
2025-08-24,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9976,5.0,4.9,5.1
2025-08-24,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9993,5.0,4.9,5.1
2025-08-08,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0013,5.0,4.9,5.1
2025-08-14,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9945,5.0,4.9,5.1
2025-08-08,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0017,5.0,4.9,5.1
2025-08-05,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0115,5.0,4.9,5.1
2025-08-01,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9944,5.0,4.9,5.1
2025-08-02,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0089,5.0,4.9,5.1
2025-08-16,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0113,5.0,4.9,5.1
2025-08-25,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9941,5.0,4.9,5.1
2025-08-02,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9894,5.0,4.9,5.1
2025-08-17,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0024,5.0,4.9,5.1
2025-08-16,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9961,5.0,4.9,5.1
2025-08-27,Coldplate Machining,Line 1,Coldplate thickness (mm),5.014,5.0,4.9,5.1
2025-08-15,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0004,5.0,4.9,5.1
2025-08-08,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9942,5.0,4.9,5.1
2025-08-18,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9916,5.0,4.9,5.1
2025-08-23,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0083,5.0,4.9,5.1
2025-08-14,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9959,5.0,4.9,5.1
2025-08-05,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0005,5.0,4.9,5.1
2025-08-10,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0073,5.0,4.9,5.1
2025-08-21,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9966,5.0,4.9,5.1
2025-08-01,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9998,5.0,4.9,5.1
2025-08-22,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0,5.0,4.9,5.1
2025-08-06,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0052,5.0,4.9,5.1
2025-08-15,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0046,5.0,4.9,5.1
2025-08-24,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9985,5.0,4.9,5.1
2025-08-01,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0006,5.0,4.9,5.1
2025-08-15,Coldplate Machining,Line 1,Coldplate thickness (mm),4.9974,5.0,4.9,5.1
2025-08-28,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9892,5.0,4.9,5.1
2025-08-13,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0021,5.0,4.9,5.1
2025-08-26,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0142,5.0,4.9,5.1
2025-08-21,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9936,5.0,4.9,5.1
2025-08-23,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9944,5.0,4.9,5.1
2025-08-01,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9937,5.0,4.9,5.1
2025-08-03,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0055,5.0,4.9,5.1
2025-08-23,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0035,5.0,4.9,5.1
2025-08-17,Coldplate Machining,Line 1,Coldplate thickness (mm),4.999,5.0,4.9,5.1
2025-08-10,Coldplate Machining,Line 2,Coldplate thickness (mm),4.9933,5.0,4.9,5.1
2025-08-25,Coldplate Machining,Line 2,Coldplate thickness (mm),5.0009,5.0,4.9,5.1
2025-08-23,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9885,5.0,4.9,5.1
2025-08-18,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0012,5.0,4.9,5.1
2025-08-26,Coldplate Machining,Line 1,Coldplate thickness (mm),5.0066,5.0,4.9,5.1
2025-08-26,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9909,5.0,4.9,5.1
2025-08-03,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9888,5.0,4.9,5.1
2025-08-11,Coldplate Machining,Line 3,Coldplate thickness (mm),5.0119,5.0,4.9,5.1
2025-08-02,Coldplate Machining,Line 3,Coldplate thickness (mm),4.9956,5.0,4.9,5.1
